Benchmark;Dimensions;OffspringPopSize;GenerationsNumber;AllowQuadraticTerms;UseRedundantConstraintsRemoving;UseSeeding;UseDataNormalization;ConstraintsNumber;NonZeroTermsNumber;JaccardTrainingSet;JaccardTestSet;Precision;Recall;F1Score;MeanAngle;LastFitnessScore;NumberOfGenerationBestSolutionTakenFrom;TruePositives;FalsePositives;TrueNegatives;FalseNegatives;Accuracy;FallOut;FalseDiscoveryRate;FalseOmissionRate;MissRate;NegativePredictiveValue;Specificity
Cuben;3;100;1000;False;True;False;False;4;---;0,283741698069937;0,131265537690383;0,139933083569673;0,791484442902126;0,230593068613111;0,806487760255594;0,00873129271058835;203;2936;20674;75618;772;0,785538333333333;0,21470488585136;0,860066916430327;0,00939230102071748;0,208515557097874;0,990607698979283;0,78529511414864
Cuben;3;100;1000;False;True;False;True;5;---;0,165578326644845;0,0991138444859434;0,185740922388378;0,301688501443599;0,178018241630492;0,505775642689943;0,049252428532622;78;1118;10815;85477;2590;0,865947;0,112313488224248;0,814259077611622;0,0284817978887496;0,698311498556401;0,97151820211125;0,887686511775752
Cuben;3;100;1000;False;True;True;False;4;---;0,286494507030516;0;0;NaN;NaN;0,996737382110266;0,0125537214657528;151;0;23934;76066;0;0,760655333333333;0,239344666666667;1;0;NaN;1;0,760655333333333
Cuben;3;100;1000;False;True;True;True;7;---;0,194793948863149;0;0;NaN;NaN;0,966602197540253;0,0519793974714814;9;0;34291;65709;0;0,657091;0,342909;1;0;NaN;1;0,657091
Cuben;3;200;500;False;True;False;False;7;---;0,82041283475022;0,711478398144855;0,746364300511479;0,933294336769702;0,827847496765751;0,342651567307802;0,817136294394828;475;3461;1219;95072;247;0,985332;0,0126637345765244;0,253635699488521;0,00259757472599771;0,0667056632302975;0,997402425274002;0,987336265423476
Cuben;3;200;500;False;True;False;True;7;---;0,872064270106445;0,873676961083885;0,918529442941731;0,947490995398884;0,927957430865422;0,0606741924243087;0,869984227865144;456;3514;313;95979;194;0,994926666666667;0,0032529395507664;0,0814705570582685;0,001995675002488;0,0525090046011163;0,998004324997512;0,996747060449234
Cuben;3;200;500;False;True;True;False;7;---;0,832405244388252;0;0;NaN;NaN;0,509816514210397;0,830068183483686;458;0;4583;95417;0;0,954172333333333;0,0458276666666667;1;0;NaN;1;0,954172333333333
Cuben;3;200;500;False;True;True;True;6;---;0,820248379043467;0;0;NaN;NaN;0,26205070033764;0,818195433658245;440;0;3544;96456;0;0,964563333333333;0,0354366666666667;1;0;NaN;1;0,964563333333333
Cuben;3;500;200;False;True;False;False;7;---;0,847357909846468;0,772571473350131;0,802784258163434;0,948058918400605;0,866990102834358;0,299539314945948;0,845036516941365;188;3515;927;95365;193;0,988804;0,00962453702635482;0,197215741836566;0,00202284669737727;0,0519410815993947;0,997977153302623;0,990375462973645
Cuben;3;500;200;False;True;False;True;6;---;0,901729392207049;0,911288084474133;0,925736113644906;0,983059043568011;0,953302981364799;0,0473280508703108;0,8994828097078;176;3645;296;95996;63;0,996410666666667;0,00307496340248053;0,074263886355094;0,000654111441802596;0,0169409564319892;0,999345888558197;0,996925036597519
Cuben;3;500;200;False;True;True;False;7;---;0,836861429837624;0;0;NaN;NaN;0,485696578337264;0,834080663197232;185;0;4464;95536;0;0,95536;0,04464;1;0;NaN;1;0,95536
Cuben;3;500;200;False;True;True;True;6;---;0,902074697908884;0;0;NaN;NaN;0,251104224969992;0,900181551474911;173;0;3921;96079;0;0,960793;0,039207;1;0;NaN;1;0,960793
Cuben;3;1000;100;False;True;False;False;7;---;0,841658888394477;0,75411272280441;0,784860110188691;0,947435843554748;0,857506159230137;0,311267524501841;0,840210863200374;95;3513;988;95303;195;0,988166333333333;0,0102639789294076;0,215139889811309;0,00204385022176616;0,0525641564452519;0,997956149778234;0,989736021070593
Cuben;3;1000;100;False;True;False;True;6;---;0,898803028929772;0,90217794238583;0,917708317367201;0,981626007740935;0,9484011359809;0,0451827973970129;0,89706269528502;90;3640;329;95963;68;0,996027666666667;0,00341731922726788;0,0822916826327988;0,000709720743819612;0,0183739922590655;0,999290279256181;0,996582680772732
Cuben;3;1000;100;False;True;True;False;7;---;0,846966527328217;0;0;NaN;NaN;0,446285497090748;0,845695650194465;96;0;4483;95517;0;0,955168333333333;0,0448316666666667;1;0;NaN;1;0,955168333333333
Cuben;3;1000;100;False;True;True;True;6;---;0,900191060851855;0;0;NaN;NaN;0,24833543419213;0,898508026647847;90;0;3966;96034;0;0,960336666666667;0,0396633333333333;1;0;NaN;1;0,960336666666667
Cuben;4;100;1000;False;True;False;False;7;---;0,0433594649224524;0,010801507579418;0,0156578163467247;0,18086288060161;NaN;1,22708353369816;0;109;218;7242;91536;1004;0,917542;0,0733047267216861;0,984342183653275;0,0103916710758868;0,819137119398391;0,989608328924113;0,926695273278314
Cuben;4;100;1000;False;True;False;True;9;---;0,0716647100744702;0,0170502756376162;0,0176330363386847;0,409600578445419;0,0334973926840507;1,15415743947766;0,00150976872031364;3;501;29104;69674;722;0,701746;0,294640719985332;0,982366963661315;0,010235191357185;0,590399421554581;0,989764808642815;0,705359280014668
Cuben;4;100;1000;False;True;True;False;11;---;0,1280388337199;0;0;NaN;NaN;1,01680044632616;0;71;0;35498;64502;0;0,645023666666667;0,354976333333333;1;0;NaN;1;0,645023666666667
Cuben;4;100;1000;False;True;True;True;12;---;0,118780076262793;0;0;NaN;NaN;0,915957542450959;0,00150976872031364;0;0;37184;62816;0;0,628163666666667;0,371836333333333;1;0;NaN;1;0,628163666666667
Cuben;4;200;500;False;True;False;False;8;---;0,169071143795645;0,0934032187919451;0,0973877848756511;0,232999415304048;NaN;1,09932587407199;0,135907243078399;106;283;3017;95760;939;0,960435666666667;0,0305419598051877;0,902612215124349;0,00968163120616394;0,767000584695952;0,990318368793836;0,969458040194812
Cuben;4;200;500;False;True;False;True;10;---;0,36408312833809;0,301943463713544;0,580896148028009;0,399090403917279;0,456591596442914;0,178264821987415;0,36379725082869;471;487;437;98340;736;0,988269333333333;0,00442594572119641;0,419103851971991;0,00742528399308945;0,600909596082721;0,992574716006911;0,995574054278804
Cuben;4;200;500;False;True;True;False;11;---;0,240956930379711;0;0;NaN;NaN;0,918063413932274;0,137102340032456;93;0;28103;71897;0;0,718970666666667;0,281029333333333;1;0;NaN;1;0,718970666666667
Cuben;4;200;500;False;True;True;True;10;---;0,383428678368903;0;0;NaN;NaN;0,310669202871169;0,382041249531425;471;0;2158;97842;0;0,978416333333333;0,0215836666666667;1;0;NaN;1;0,978416333333333
Cuben;4;500;200;False;True;False;False;9;---;0,565338441420603;0,344395740653279;0,362796002409198;0,639055854984431;NaN;0,784233469634006;0,554169668987286;136;776;1348;97429;447;0,982049333333333;0,0136513015029034;0,637203997590802;0,00454759980057291;0,360944145015569;0,995452400199427;0,986348698497097
Cuben;4;500;200;False;True;False;True;11;---;0,605355790505154;0,482259639295139;0,674175193719655;0,642362566515827;0,640402558634823;0,154018031364471;0,604412625406776;193;784;390;98387;439;0,991708;0,00395165248977208;0,325824806280345;0,00443133453738491;0,357637433484173;0,995568665462615;0,996048347510228
Cuben;4;500;200;False;True;True;False;10;---;0,593219939853177;0;0;NaN;NaN;0,760498604721641;0,553519069315335;136;0;12553;87447;0;0,87447;0,12553;1;0;NaN;1;0,87447
Cuben;4;500;200;False;True;True;True;11;---;0,53189868486659;0;0;NaN;NaN;0,252505290074854;0,531101676957335;193;0;1171;98829;0;0,988287333333333;0,0117126666666667;1;0;NaN;1;0,988287333333333
Cuben;4;1000;100;False;True;False;False;9;---;0,728268278366133;0,468611033545488;0,490004615904983;0,824101539813743;NaN;0,615171118157291;0,727634267907244;88;1006;1104;97674;217;0,986795;0,011171449408708;0,509995384095017;0,00220529792682053;0,175898460186257;0,997794702073179;0,988828550591292
Cuben;4;1000;100;False;True;False;True;11;---;0,691274020708633;0,527129780783827;0,67148277883617;0,735749911056624;0,680481800225409;0,170737076113706;0,690382616875696;98;899;475;98302;324;0,992008333333333;0,00481279008928572;0,32851722116383;0,00327145730487682;0,264250088943376;0,996728542695123;0,995187209910714
Cuben;4;1000;100;False;True;True;False;10;---;0,719774748613481;0;0;NaN;NaN;0,736584249819667;0,701988216719134;84;0;6732;93268;0;0,932675666666667;0,0673243333333333;1;0;NaN;1;0,932675666666667
Cuben;4;1000;100;False;True;True;True;11;---;0,651177075494031;0;0;NaN;NaN;0,267253968785351;0,64884097357673;98;0;1310;98690;0;0,986899;0,013101;1;0;NaN;1;0,986899
Cuben;5;100;1000;False;True;False;False;11;---;0;0;0;0;NaN;1,30928437368992;0;0;0;414;99175;411;0,991745333333333;0,00416178406789549;1;0,00412712109650842;1;0,995872878903492;0,995838215932105
Cuben;5;100;1000;False;True;False;True;15;---;0,0482392370979233;0,00573963646430066;0,00580031139773663;0,357131650827142;0,0114127917671887;0,970188517437966;0;0;147;25157;74432;264;0,745787666666667;0,252606298081402;0,994199688602263;0,00353653863391887;0,642868349172858;0,996463461366081;0,747393701918598
Cuben;5;100;1000;False;True;True;False;18;---;0,0836828957450422;0;0;NaN;NaN;0,822067565776;0;0;0;34023;65977;0;0,659772;0,340228;1;0;NaN;1;0,659772
Cuben;5;100;1000;False;True;True;True;19;---;0,085269341313161;0;0;NaN;NaN;0,785872324756981;0;0;0;31683;68317;0;0,683165333333333;0,316834666666667;1;0;NaN;1;0,683165333333333
Cuben;5;200;500;False;True;False;False;11;---;0;0;0;0;NaN;1,30280728877391;0;0;0;414;99175;411;0,991745333333333;0,00416178406789549;1;0,00412712109650842;1;0,995872878903492;0,995838215932105
Cuben;5;200;500;False;True;False;True;15;---;0,0482392370979233;0,00573963646430066;0,00580031139773663;0,357131650827142;0,0114127917671887;0,969758939863515;0;0;147;25157;74432;264;0,745787666666667;0,252606298081402;0,994199688602263;0,00353653863391887;0,642868349172858;0,996463461366081;0,747393701918598
Cuben;5;200;500;False;True;True;False;18;---;0,0836828957450422;0,000345291742260198;0,000345970035476588;NaN;NaN;0,828065156308206;0;0;12;34011;65975;2;0,659867666666667;0,340157566966931;0,999654029964523;3,38933321192429E-05;NaN;0,999966106667881;0,659842433033069
Cuben;5;200;500;False;True;True;True;19;---;0,085269341313161;0,000344701136780345;0,000345700805934706;NaN;NaN;0,786261088815998;0;0;11;31672;68313;3;0,683244333333333;0,316769242507624;0,999654299194065;4,49150763312201E-05;NaN;0,999955084923669;0,683230757492376
Cuben;5;500;200;False;True;False;False;11;---;0,0225606316976875;0,00797498045347928;0,00868824531516184;0,0248175182481752;NaN;1,29518629208763;0,0225423728813559;6;10;429;99160;401;0,991706333333333;0,00430336596951113;0,991311754684838;0,00402492450271149;0,975182481751825;0,995975075497288;0,995696634030489
Cuben;5;500;200;False;True;False;True;15;---;0,0482392370979233;0,00573963646430066;0,00580031139773663;0,357131650827142;0,0114127917671887;0,970188517437966;0;0;147;25157;74432;264;0,745787666666667;0,252606298081402;0,994199688602263;0,00353653863391887;0,642868349172858;0,996463461366081;0,747393701918598
Cuben;5;500;200;False;True;True;False;17;---;0,103420839910454;0;0;NaN;NaN;0,824028944513317;0,0223976608187134;7;0;32874;67126;0;0,671257666666667;0,328742333333333;1;0;NaN;1;0,671257666666667
Cuben;5;500;200;False;True;True;True;19;---;0,085269341313161;0;0;NaN;NaN;0,785872324756981;0;0;0;31683;68317;0;0,683165333333333;0,316834666666667;1;0;NaN;1;0,683165333333333
Cuben;5;1000;100;False;True;False;False;11;---;0;0;0;0;NaN;1,30928437368992;0;0;0;414;99175;411;0,991745333333333;0,00416178406789549;1;0,00412712109650842;1;0,995872878903492;0,995838215932105
Cuben;5;1000;100;False;True;False;True;14;---;0,0615902355053629;0,0161092741256057;0,0256086170854546;0,320478162071188;0,0301395033095811;0,851129276916911;0,0208569828241693;16;132;20940;78649;279;0,787804666666666;0,210270357281664;0,974391382914545;0,00353909813122083;0,679521837928812;0,996460901868779;0,789729642718336
Cuben;5;1000;100;False;True;True;False;18;---;0,0836828957450422;0;0;NaN;NaN;0,822067565776;0;0;0;34023;65977;0;0,659772;0,340228;1;0;NaN;1;0,659772
Cuben;5;1000;100;False;True;True;True;18;---;0,0918624948425552;0;0;NaN;NaN;0,754999289020455;0,0178339318001424;7;0;29553;70447;0;0,704471666666667;0,295528333333333;1;0;NaN;1;0,704471666666667
Balln;2;100;1000;False;True;False;False;3;---;0,458434634704528;0,492414906747529;0,618646692451255;0,739984166677052;0,658429756978789;NaN;0,282126163035684;175;14526;10111;70259;5104;0,847847;0,125810042342145;0,381353307548745;0,0655601761632528;0,260015833322948;0,934439823836747;0,874189957657855
Balln;2;100;1000;False;True;False;True;3;---;0,3808572069744;0,400362432320581;0,516491214469329;0,709366784027315;0,569413688014933;NaN;0,19628471241434;54;13926;15874;64496;5704;0,784218666666667;0,197503437471228;0,483508785530671;0,0753531261548274;0,290633215972685;0,924646873845173;0,802496562528772
Balln;2;100;1000;False;True;True;False;3;---;0,457989369031382;0,0641573555062333;0,0766708348162473;0,287166344723358;0,119225234276168;NaN;0,273135557580883;111;1907;23908;69414;4771;0,713208666666667;0,256216745466446;0,923329165183753;0,0644784941455712;0,712833655276643;0,935521505854429;0,743783254533555
Balln;2;100;1000;False;True;True;True;3;---;0,377963637287656;0,111742056437816;0,12614206124161;0,463460808746;NaN;NaN;0,197389781478674;55;3072;24828;68494;3606;0,715658;0,266026082202731;0,87385793875839;0,0494675559647201;0,536539191254;0,95053244403528;0,733973917797269
Balln;2;100;1000;True;True;False;False;3;---;0,476915960694917;0,523697694219362;0,737547941245535;0,677679633541725;0,684978921396629;NaN;0,278342014795716;111;13283;6035;74365;6317;0,876479666666667;0,0750522109521573;0,262452058754465;0,0765409189438671;0,322320366458275;0,923459081056133;0,924947789047843
Balln;2;100;1000;True;True;False;True;2;---;0,474769067917265;0,201038825566424;NaN;0,307993186985094;NaN;NaN;0,201128250148835;136;6037;8884;71516;13563;0,775534;0,110465581217424;NaN;NaN;0,692006813014906;NaN;0,889534418782576
Balln;2;100;1000;True;True;True;False;3;---;0,491272301165639;0,546815587963825;0,75359514527102;0,695140337563679;0,704308196790297;NaN;0,275117107369231;94;13626;5621;74779;5973;0,884057;0,0699176315727099;0,24640485472898;0,0725299093857549;0,304859662436321;0,927470090614245;0,93008236842729
Balln;2;100;1000;True;True;True;True;2;---;0,528718225461175;0,219939965973471;NaN;0,322505463980893;NaN;NaN;0,213750373236789;44;6318;8158;72242;13282;0,785600666666667;0,101479548386068;NaN;0,15328597677825;0,677494536019107;0,84671402322175;0,898520451613932
Balln;2;200;500;False;True;False;False;4;---;0,730836717419239;0,820290613016441;0,870914793362067;0,934514761204396;0,901240216270615;NaN;0,728010922312367;420;18344;2735;77635;1286;0,959794333333333;0,0340257455593325;0,129085206637933;0,0162454222088413;0,0654852387956039;0,983754577791159;0,965974254440667
Balln;2;200;500;False;True;False;True;4;---;0,732294432167957;0,82101782699667;0,879039624373398;0,92648814778156;0,901687463546822;NaN;0,729265048252102;390;18187;2520;77850;1443;0,960363666666667;0,0313555043865594;0,120960375626602;0,0181407946553386;0,0735118522184399;0,981859205344662;0,968644495613441
Balln;2;200;500;False;True;True;False;4;---;0,72989446957582;0,145726639251299;0,167305604671189;0,529678816715702;0,254092658514109;NaN;0,727091534867084;399;3527;17556;75766;3151;0,792938333333333;0,188114432126923;0,832694395328811;0,0399006376555641;0,470321183284298;0,960099362344436;0,811885567873077
Balln;2;200;500;False;True;True;True;4;---;0,732232172218396;0,153890716091741;0,175649459573771;0,551332065527779;0,266229939833704;NaN;0,728717324897272;371;3670;17186;76136;3008;0,798054;0,184167491827958;0,824350540426229;0,0379743926381437;0,448667934472221;0,962025607361856;0,815832508172042
Balln;2;200;500;True;True;False;False;3;---;0,784278720969603;0,94057442442737;0,968289107968169;0,969987353351517;0,968945609868063;NaN;0,782511073907222;357;19012;634;79766;588;0,987777333333333;0,00788948756058184;0,0317108920318313;0,00730460325773657;0,0300126466484833;0,992695396742263;0,992110512439418
Balln;2;200;500;True;True;False;True;1;---;0,792550432379702;0,21999903944658;0,733459046629868;0,239346266606302;0,3602549408525;NaN;0,791610089140085;286;4691;1719;78681;14908;0,833727666666667;0,0213784417762364;0,266540953370132;0,159272609084516;0,760653733393698;0,840727390915483;0,978621558223763
Balln;2;200;500;True;True;True;False;3;---;0,78570243432216;0,949217006719836;0,973584029279284;0,973900868581902;0,973655074956317;NaN;0,784024204837185;369;19087;524;79877;512;0,989642666666667;0,0065134913169436;0,0264159707207165;0,00636753841357689;0,0260991314180983;0,993632461586423;0,993486508683056
Balln;2;200;500;True;True;True;True;1;---;0,794256129826564;0,220389982091916;0,728396031926076;0,240328696493417;0,360738065741571;NaN;0,792852147988345;288;4710;1767;78633;14889;0,833437333333333;0,021978753139442;0,271603968073924;0,159180332767064;0,759671303506584;0,840819667232936;0,978021246860558
Balln;2;500;200;False;True;False;False;4;---;0,729897420577971;0,821195699542251;0,875564562187562;0,93035761536445;0,901776291542728;NaN;0,727475131322011;156;18262;2609;77761;1368;0,960235333333334;0,0324564920851582;0,124435437812438;0,0172349020253797;0,0696423846355499;0,98276509797462;0,967543507914842
Balln;2;500;200;False;True;False;True;4;---;0,734610135197039;0,820885466410348;0,876529934115416;0,929214302784328;0,90160094788516;NaN;0,732219402183425;153;18240;2590;77780;1390;0,960195666666667;0,0322263084544006;0,123470065884584;0,0174926982466369;0,0707856972156717;0,982507301753363;0,9677736915456
Balln;2;500;200;False;True;True;False;4;---;0,732095403586587;0,172617822788298;0,195175884223827;0,550685382593277;0,281934276962933;NaN;0,72965489575146;147;4066;16729;76166;3038;0,802321333333333;0,17944764699555;0,804824115776173;0,0383481066801244;0,449314617406723;0,961651893319876;0,82055235300445
Balln;2;500;200;False;True;True;True;4;---;0,733888129410964;0,170955217615702;0,193274543258164;0,549145078627264;0,279667059526158;NaN;0,731216441123078;146;4059;16901;75994;3046;0,800531666666667;0,181287097979955;0,806725456741836;0,038511889338942;0,450854921372736;0,961488110661058;0,818712902020045
Balln;2;500;200;True;True;False;False;3;---;0,79202667610535;0,961876849385748;0,984448746161371;0,976467006894758;0,980343268975899;NaN;0,791120712260998;160;19138;307;80094;462;0,992317333333334;0,00381602859895525;0,0155512538386294;0,00571964082218085;0,0235329931052419;0,994280359177819;0,996183971401045
Balln;2;500;200;True;True;False;True;1;---;0,795886267369037;0,215922056211803;0,742904439320417;0,233667428732719;0,35499805160066;NaN;0,7950807531865;116;4580;1613;78787;15020;0,833667666666667;0,020067321960599;0,257095560679583;0,160109713162235;0,766332571267281;0,839890286837765;0,979932678039401
Balln;2;500;200;True;True;True;False;3;---;0,79082228376378;0,964137107517803;0,982552862477205;0,980765773787312;0,981579367220848;NaN;0,7896660969469;147;19223;345;80055;376;0,992786;0,0042892048384213;0,017447137522795;0,00467203492392982;0,0192342262126882;0,99532796507607;0,995710795161579
Balln;2;500;200;True;True;True;True;1;---;0,795128980955879;0,232557195731078;0,73585756778051;0,254486105548072;0,372751454479198;NaN;0,794335748651641;119;4987;1761;78640;14613;0,836268;0,0218968708214599;0,26414243221949;0,156316754496921;0,745513894451928;0,843683245503078;0,97810312917854
Balln;2;1000;100;False;True;False;False;4;---;0,732355163402066;0,822486214100308;0,875495829699655;0,932621109567375;0,90258102955872;NaN;0,730523900640972;83;18307;2628;77742;1323;0,960486333333333;0,0326964431388294;0,124504170300345;0,0166630916127114;0,0673788904326249;0,983336908387288;0,967303556861171
Balln;2;1000;100;False;True;False;True;4;---;0,734363960910951;0,822898436338765;0,879177638863513;0,928615706089552;0,902838590505807;NaN;0,732356363354656;83;18228;2522;77848;1402;0,960765333333333;0,0313745090727884;0,120822361136488;0,0176390500053449;0,0713842939104484;0,982360949994655;0,968625490927212
Balln;2;1000;100;False;True;True;False;4;---;0,731408019347048;0,166567478705072;0,188963703834764;0,532634245427143;0,272695379235019;NaN;0,72968645307519;79;3947;16893;76002;3158;0,79949;0,181197797223946;0,811036296165236;0,0398763787327366;0,467365754572857;0,960123621267263;0,818802202776054
Balln;2;1000;100;False;True;True;True;4;---;0,733056078899366;0,174913321004337;0,197412107334168;0,559801886535031;0,285469368734441;NaN;0,730699390561581;82;4131;16732;76163;2974;0,80294;0,179462011438779;0,802587892665833;0,0375328938784381;0,440198113464969;0,962467106121562;0,820537988561222
Balln;2;1000;100;True;True;False;False;3;---;0,792416764902047;0,968494654251365;0,988156104842552;0,979708753317517;0,983791028600389;NaN;0,791331753650233;70;19202;231;80170;397;0,993718333333333;0,00286924472073222;0,0118438951574481;0,00490669037535453;0,0202912466824826;0,995093309624645;0,997130755279268
Balln;2;1000;100;True;True;False;True;1;---;0,794455775528512;0,216992122450238;0,733728416984669;0,23565731794197;0,356474443033947;NaN;0,793680143034626;66;4619;1691;78709;14981;0,833277333333333;0,0210359813852772;0,266271583015331;0,159896017178224;0,76434268205803;0,840103982821776;0,978964018614723
Balln;2;1000;100;True;True;True;False;2;---;0,792274360955027;0,97040259299103;0,987674109070265;0,98204916455819;0,984789707872192;NaN;0,791404664690644;70;19248;242;80158;352;0,994063;0,00300912821838175;0,0123258909297346;0,00435931502240384;0,0179508354418097;0,995640684977596;0,996990871781618
Balln;2;1000;100;True;True;True;True;1;---;0,79545592969102;0,215825194605371;0,753320553010606;0,232708357505758;0,354847483797839;NaN;0,794666728067937;64;4561;1533;78868;15039;0,834287333333333;0,019063036933077;0,246679446989394;0,160137609806605;0,767291642494242;0,839862390193394;0,980936963066923
Balln;3;100;1000;False;True;False;False;4;---;0,297413577444371;0,219317427425394;0,269810342490207;0,623803148220799;0,355754718620539;NaN;0,0550141555340587;305;4077;13866;79599;2458;0,836762666666667;0,148349541485558;0,730189657509793;0,0296536737779198;0,376196851779201;0,97034632622208;0,851650458514442
Balln;3;100;1000;False;True;False;True;5;---;0,139191469988263;0,110137350686006;0,187337689117909;0,289041662249763;0,197688936158188;NaN;0,0392597973629701;131;1889;11724;81741;4646;0,836303333333333;0,125433476707282;0,812662310882091;0,0531214383281532;0,710958337750237;0,946878561671847;0,874566523292718
